parameter_id,domain,parameter_name,value,unit,value_type,status,source,reference_source,formula_or_rule,rounding,notes
growth.treasure.extension_pool.body_unity.body_unity_03_heaven_vessel.archetype,growth,body_unity_03_heaven_vessel archetype,heaven_vessel,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.body_unity.body_unity_03_heaven_vessel.element,growth,body_unity_03_heaven_vessel element,earth,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.body_unity.treasure_pool_weight.body_unity_03_heaven_vessel,dungeon,body_unity body_unity_03_heaven_vessel treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.body_unity.body_unity_04_vermillion_wing.archetype,growth,body_unity_04_vermillion_wing archetype,vermillion_wing,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.body_unity.body_unity_04_vermillion_wing.element,growth,body_unity_04_vermillion_wing element,water,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.body_unity.treasure_pool_weight.body_unity_04_vermillion_wing,dungeon,body_unity body_unity_04_vermillion_wing treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.body_unity.body_unity_05_tortoise_aegis.archetype,growth,body_unity_05_tortoise_aegis archetype,tortoise_aegis,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.body_unity.body_unity_05_tortoise_aegis.element,growth,body_unity_05_tortoise_aegis element,fire,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.body_unity.treasure_pool_weight.body_unity_05_tortoise_aegis,dungeon,body_unity body_unity_05_tortoise_aegis treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.body_unity.body_unity_06_mirror_gate.archetype,growth,body_unity_06_mirror_gate archetype,mirror_gate,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.body_unity.body_unity_06_mirror_gate.element,growth,body_unity_06_mirror_gate element,neutral,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.body_unity.treasure_pool_weight.body_unity_06_mirror_gate,dungeon,body_unity body_unity_06_mirror_gate treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.body_unity.body_unity_07_thunder_sword.archetype,growth,body_unity_07_thunder_sword archetype,thunder_sword,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.body_unity.body_unity_07_thunder_sword.element,growth,body_unity_07_thunder_sword element,metal,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.body_unity.treasure_pool_weight.body_unity_07_thunder_sword,dungeon,body_unity body_unity_07_thunder_sword treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.body_unity.body_unity_08_moon_wheel.archetype,growth,body_unity_08_moon_wheel archetype,moon_wheel,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.body_unity.body_unity_08_moon_wheel.element,growth,body_unity_08_moon_wheel element,wood,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.body_unity.treasure_pool_weight.body_unity_08_moon_wheel,dungeon,body_unity body_unity_08_moon_wheel treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.body_unity.body_unity_09_cloud_seal.archetype,growth,body_unity_09_cloud_seal archetype,cloud_seal,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.body_unity.body_unity_09_cloud_seal.element,growth,body_unity_09_cloud_seal element,earth,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.body_unity.treasure_pool_weight.body_unity_09_cloud_seal,dungeon,body_unity body_unity_09_cloud_seal treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.body_unity.body_unity_10_earth_dragon.archetype,growth,body_unity_10_earth_dragon archetype,earth_dragon,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.body_unity.body_unity_10_earth_dragon.element,growth,body_unity_10_earth_dragon element,water,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.body_unity.treasure_pool_weight.body_unity_10_earth_dragon,dungeon,body_unity body_unity_10_earth_dragon treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.body_unity.body_unity_11_spirit_compass.archetype,growth,body_unity_11_spirit_compass archetype,spirit_compass,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.body_unity.body_unity_11_spirit_compass.element,growth,body_unity_11_spirit_compass element,fire,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.body_unity.treasure_pool_weight.body_unity_11_spirit_compass,dungeon,body_unity body_unity_11_spirit_compass treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.body_unity.body_unity_12_sun_crown.archetype,growth,body_unity_12_sun_crown archetype,sun_crown,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.body_unity.body_unity_12_sun_crown.element,growth,body_unity_12_sun_crown element,neutral,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.body_unity.treasure_pool_weight.body_unity_12_sun_crown,dungeon,body_unity body_unity_12_sun_crown treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
dungeon.high_tier.body_unity.treasure_drop_chance,dungeon,body_unity high-tier treasure drop chance,5,percent,probability,frozen_v1,洞天设计,"",hourly independent roll,percent,高阶远征扩展法宝掉率
dungeon.high_tier.body_unity.treasure_pity_hours,dungeon,body_unity high-tier treasure pity hours,50,hours,policy,frozen_v1,洞天设计,"",guarantee by Nth expedition hour,integer,高阶远征扩展法宝保底
dungeon.high_tier.body_unity.entry_profile.collected_p10.attack,dungeon,body_unity collected P10 entry attack,5225.0,attack,derived,frozen_v1,洞天设计,"",100-seed collected-extension profile P10 gate,1dp,高阶远征 P10 构筑入口门槛
dungeon.high_tier.body_unity.entry_profile.collected_p10.defence,dungeon,body_unity collected P10 entry defence,5442.5,defence,derived,frozen_v1,洞天设计,"",100-seed collected-extension profile P10 gate,1dp,高阶远征 P10 构筑入口门槛
dungeon.high_tier.body_unity.entry_profile.collected_p10.health,dungeon,body_unity collected P10 entry health,15250.0,health,derived,frozen_v1,洞天设计,"",100-seed collected-extension profile P10 gate,1dp,高阶远征 P10 构筑入口门槛
dungeon.high_tier.body_unity.boss_hp_multiplier,dungeon,body_unity high-tier Boss HP multiplier,63.0,ratio,policy,frozen_v1,洞天设计,"",growth-profile baseline HP * realm multiplier,2dp,扩展法宝成长后的高阶 Boss 生命重标定
dungeon.high_tier.body_unity.signature_skill.cooldown_seconds,dungeon,body_unity signature skill cooldown,300,seconds,policy,frozen_v1,洞天设计,"",fixed realm skill cooldown,integer,境界专属 Boss 技能冷却
dungeon.high_tier.body_unity.signature_skill.duration_seconds,dungeon,body_unity signature skill duration,5,seconds,scalar,frozen_v1,洞天设计,"",outgoing damage suppression window,integer,境界专属 Boss 技能持续时间
dungeon.high_tier.body_unity.signature_skill.attack_suppression_percent,dungeon,body_unity signature skill attack suppression,30,percent,scalar,frozen_v1,洞天设计,"",reduces player outgoing damage while active,integer,境界专属 Boss 技能压制强度
growth.treasure.extension_pool.great_vehicle.effect_scale,growth,great_vehicle extension treasure effect scale,16,ratio,policy,frozen_v1,洞天设计,"",2^realm_index,integer,扩展法宝境界倍率
growth.treasure.extension_pool.great_vehicle.great_vehicle_01_star_lantern.archetype,growth,great_vehicle_01_star_lantern archetype,star_lantern,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.great_vehicle.great_vehicle_01_star_lantern.element,growth,great_vehicle_01_star_lantern element,metal,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.great_vehicle.treasure_pool_weight.great_vehicle_01_star_lantern,dungeon,great_vehicle great_vehicle_01_star_lantern treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.great_vehicle.great_vehicle_02_mountain_core.archetype,growth,great_vehicle_02_mountain_core archetype,mountain_core,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.great_vehicle.great_vehicle_02_mountain_core.element,growth,great_vehicle_02_mountain_core element,wood,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.great_vehicle.treasure_pool_weight.great_vehicle_02_mountain_core,dungeon,great_vehicle great_vehicle_02_mountain_core treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.great_vehicle.great_vehicle_03_heaven_vessel.archetype,growth,great_vehicle_03_heaven_vessel archetype,heaven_vessel,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.great_vehicle.great_vehicle_03_heaven_vessel.element,growth,great_vehicle_03_heaven_vessel element,earth,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.great_vehicle.treasure_pool_weight.great_vehicle_03_heaven_vessel,dungeon,great_vehicle great_vehicle_03_heaven_vessel treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.great_vehicle.great_vehicle_04_vermillion_wing.archetype,growth,great_vehicle_04_vermillion_wing archetype,vermillion_wing,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.great_vehicle.great_vehicle_04_vermillion_wing.element,growth,great_vehicle_04_vermillion_wing element,water,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.great_vehicle.treasure_pool_weight.great_vehicle_04_vermillion_wing,dungeon,great_vehicle great_vehicle_04_vermillion_wing treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.great_vehicle.great_vehicle_05_tortoise_aegis.archetype,growth,great_vehicle_05_tortoise_aegis archetype,tortoise_aegis,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.great_vehicle.great_vehicle_05_tortoise_aegis.element,growth,great_vehicle_05_tortoise_aegis element,fire,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.great_vehicle.treasure_pool_weight.great_vehicle_05_tortoise_aegis,dungeon,great_vehicle great_vehicle_05_tortoise_aegis treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.great_vehicle.great_vehicle_06_mirror_gate.archetype,growth,great_vehicle_06_mirror_gate archetype,mirror_gate,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.great_vehicle.great_vehicle_06_mirror_gate.element,growth,great_vehicle_06_mirror_gate element,neutral,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.great_vehicle.treasure_pool_weight.great_vehicle_06_mirror_gate,dungeon,great_vehicle great_vehicle_06_mirror_gate treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.great_vehicle.great_vehicle_07_thunder_sword.archetype,growth,great_vehicle_07_thunder_sword archetype,thunder_sword,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.great_vehicle.great_vehicle_07_thunder_sword.element,growth,great_vehicle_07_thunder_sword element,metal,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.great_vehicle.treasure_pool_weight.great_vehicle_07_thunder_sword,dungeon,great_vehicle great_vehicle_07_thunder_sword treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.great_vehicle.great_vehicle_08_moon_wheel.archetype,growth,great_vehicle_08_moon_wheel archetype,moon_wheel,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.great_vehicle.great_vehicle_08_moon_wheel.element,growth,great_vehicle_08_moon_wheel element,wood,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.great_vehicle.treasure_pool_weight.great_vehicle_08_moon_wheel,dungeon,great_vehicle great_vehicle_08_moon_wheel treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.great_vehicle.great_vehicle_09_cloud_seal.archetype,growth,great_vehicle_09_cloud_seal archetype,cloud_seal,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.great_vehicle.great_vehicle_09_cloud_seal.element,growth,great_vehicle_09_cloud_seal element,earth,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.great_vehicle.treasure_pool_weight.great_vehicle_09_cloud_seal,dungeon,great_vehicle great_vehicle_09_cloud_seal treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.great_vehicle.great_vehicle_10_earth_dragon.archetype,growth,great_vehicle_10_earth_dragon archetype,earth_dragon,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.great_vehicle.great_vehicle_10_earth_dragon.element,growth,great_vehicle_10_earth_dragon element,water,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.great_vehicle.treasure_pool_weight.great_vehicle_10_earth_dragon,dungeon,great_vehicle great_vehicle_10_earth_dragon treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.great_vehicle.great_vehicle_11_spirit_compass.archetype,growth,great_vehicle_11_spirit_compass archetype,spirit_compass,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.great_vehicle.great_vehicle_11_spirit_compass.element,growth,great_vehicle_11_spirit_compass element,fire,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.great_vehicle.treasure_pool_weight.great_vehicle_11_spirit_compass,dungeon,great_vehicle great_vehicle_11_spirit_compass treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.great_vehicle.great_vehicle_12_sun_crown.archetype,growth,great_vehicle_12_sun_crown archetype,sun_crown,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.great_vehicle.great_vehicle_12_sun_crown.element,growth,great_vehicle_12_sun_crown element,neutral,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.great_vehicle.treasure_pool_weight.great_vehicle_12_sun_crown,dungeon,great_vehicle great_vehicle_12_sun_crown treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
dungeon.high_tier.great_vehicle.treasure_drop_chance,dungeon,great_vehicle high-tier treasure drop chance,5,percent,probability,frozen_v1,洞天设计,"",hourly independent roll,percent,高阶远征扩展法宝掉率
dungeon.high_tier.great_vehicle.treasure_pity_hours,dungeon,great_vehicle high-tier treasure pity hours,50,hours,policy,frozen_v1,洞天设计,"",guarantee by Nth expedition hour,integer,高阶远征扩展法宝保底
dungeon.high_tier.great_vehicle.entry_profile.collected_p10.attack,dungeon,great_vehicle collected P10 entry attack,11755.0,attack,derived,frozen_v1,洞天设计,"",100-seed collected-extension profile P10 gate,1dp,高阶远征 P10 构筑入口门槛
dungeon.high_tier.great_vehicle.entry_profile.collected_p10.defence,dungeon,great_vehicle collected P10 entry defence,11832.5,defence,derived,frozen_v1,洞天设计,"",100-seed collected-extension profile P10 gate,1dp,高阶远征 P10 构筑入口门槛
dungeon.high_tier.great_vehicle.entry_profile.collected_p10.health,dungeon,great_vehicle collected P10 entry health,31750.0,health,derived,frozen_v1,洞天设计,"",100-seed collected-extension profile P10 gate,1dp,高阶远征 P10 构筑入口门槛
dungeon.high_tier.great_vehicle.boss_hp_multiplier,dungeon,great_vehicle high-tier Boss HP multiplier,150.0,ratio,policy,frozen_v1,洞天设计,"",growth-profile baseline HP * realm multiplier,2dp,扩展法宝成长后的高阶 Boss 生命重标定
dungeon.high_tier.great_vehicle.signature_skill.cooldown_seconds,dungeon,great_vehicle signature skill cooldown,300,seconds,policy,frozen_v1,洞天设计,"",fixed realm skill cooldown,integer,境界专属 Boss 技能冷却
dungeon.high_tier.great_vehicle.signature_skill.duration_seconds,dungeon,great_vehicle signature skill duration,6,seconds,scalar,frozen_v1,洞天设计,"",outgoing damage suppression window,integer,境界专属 Boss 技能持续时间
dungeon.high_tier.great_vehicle.signature_skill.attack_suppression_percent,dungeon,great_vehicle signature skill attack suppression,35,percent,scalar,frozen_v1,洞天设计,"",reduces player outgoing damage while active,integer,境界专属 Boss 技能压制强度
growth.treasure.extension_pool.tribulation.effect_scale,growth,tribulation extension treasure effect scale,32,ratio,policy,frozen_v1,洞天设计,"",2^realm_index,integer,扩展法宝境界倍率
growth.treasure.extension_pool.tribulation.tribulation_01_star_lantern.archetype,growth,tribulation_01_star_lantern archetype,star_lantern,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.tribulation.tribulation_01_star_lantern.element,growth,tribulation_01_star_lantern element,metal,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.tribulation.treasure_pool_weight.tribulation_01_star_lantern,dungeon,tribulation tribulation_01_star_lantern treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.tribulation.tribulation_02_mountain_core.archetype,growth,tribulation_02_mountain_core archetype,mountain_core,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.tribulation.tribulation_02_mountain_core.element,growth,tribulation_02_mountain_core element,wood,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.tribulation.treasure_pool_weight.tribulation_02_mountain_core,dungeon,tribulation tribulation_02_mountain_core treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.tribulation.tribulation_03_heaven_vessel.archetype,growth,tribulation_03_heaven_vessel archetype,heaven_vessel,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.tribulation.tribulation_03_heaven_vessel.element,growth,tribulation_03_heaven_vessel element,earth,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.tribulation.treasure_pool_weight.tribulation_03_heaven_vessel,dungeon,tribulation tribulation_03_heaven_vessel treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.tribulation.tribulation_04_vermillion_wing.archetype,growth,tribulation_04_vermillion_wing archetype,vermillion_wing,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.tribulation.tribulation_04_vermillion_wing.element,growth,tribulation_04_vermillion_wing element,water,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.tribulation.treasure_pool_weight.tribulation_04_vermillion_wing,dungeon,tribulation tribulation_04_vermillion_wing treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.tribulation.tribulation_05_tortoise_aegis.archetype,growth,tribulation_05_tortoise_aegis archetype,tortoise_aegis,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.tribulation.tribulation_05_tortoise_aegis.element,growth,tribulation_05_tortoise_aegis element,fire,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.tribulation.treasure_pool_weight.tribulation_05_tortoise_aegis,dungeon,tribulation tribulation_05_tortoise_aegis treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.tribulation.tribulation_06_mirror_gate.archetype,growth,tribulation_06_mirror_gate archetype,mirror_gate,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.tribulation.tribulation_06_mirror_gate.element,growth,tribulation_06_mirror_gate element,neutral,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.tribulation.treasure_pool_weight.tribulation_06_mirror_gate,dungeon,tribulation tribulation_06_mirror_gate treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.tribulation.tribulation_07_thunder_sword.archetype,growth,tribulation_07_thunder_sword archetype,thunder_sword,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.tribulation.tribulation_07_thunder_sword.element,growth,tribulation_07_thunder_sword element,metal,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.tribulation.treasure_pool_weight.tribulation_07_thunder_sword,dungeon,tribulation tribulation_07_thunder_sword treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.tribulation.tribulation_08_moon_wheel.archetype,growth,tribulation_08_moon_wheel archetype,moon_wheel,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.tribulation.tribulation_08_moon_wheel.element,growth,tribulation_08_moon_wheel element,wood,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.tribulation.treasure_pool_weight.tribulation_08_moon_wheel,dungeon,tribulation tribulation_08_moon_wheel treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.tribulation.tribulation_09_cloud_seal.archetype,growth,tribulation_09_cloud_seal archetype,cloud_seal,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.tribulation.tribulation_09_cloud_seal.element,growth,tribulation_09_cloud_seal element,earth,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.tribulation.treasure_pool_weight.tribulation_09_cloud_seal,dungeon,tribulation tribulation_09_cloud_seal treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.tribulation.tribulation_10_earth_dragon.archetype,growth,tribulation_10_earth_dragon archetype,earth_dragon,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.tribulation.tribulation_10_earth_dragon.element,growth,tribulation_10_earth_dragon element,water,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.tribulation.treasure_pool_weight.tribulation_10_earth_dragon,dungeon,tribulation tribulation_10_earth_dragon treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.tribulation.tribulation_11_spirit_compass.archetype,growth,tribulation_11_spirit_compass archetype,spirit_compass,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.tribulation.tribulation_11_spirit_compass.element,growth,tribulation_11_spirit_compass element,fire,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.tribulation.treasure_pool_weight.tribulation_11_spirit_compass,dungeon,tribulation tribulation_11_spirit_compass treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.tribulation.tribulation_12_sun_crown.archetype,growth,tribulation_12_sun_crown archetype,sun_crown,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.tribulation.tribulation_12_sun_crown.element,growth,tribulation_12_sun_crown element,neutral,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.tribulation.treasure_pool_weight.tribulation_12_sun_crown,dungeon,tribulation tribulation_12_sun_crown treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
dungeon.high_tier.tribulation.treasure_drop_chance,dungeon,tribulation high-tier treasure drop chance,5,percent,probability,frozen_v1,洞天设计,"",hourly independent roll,percent,高阶远征扩展法宝掉率
dungeon.high_tier.tribulation.treasure_pity_hours,dungeon,tribulation high-tier treasure pity hours,50,hours,policy,frozen_v1,洞天设计,"",guarantee by Nth expedition hour,integer,高阶远征扩展法宝保底
dungeon.high_tier.tribulation.entry_profile.collected_p10.attack,dungeon,tribulation collected P10 entry attack,24445.0,attack,derived,frozen_v1,洞天设计,"",100-seed collected-extension profile P10 gate,1dp,高阶远征 P10 构筑入口门槛
dungeon.high_tier.tribulation.entry_profile.collected_p10.defence,dungeon,tribulation collected P10 entry defence,24692.5,defence,derived,frozen_v1,洞天设计,"",100-seed collected-extension profile P10 gate,1dp,高阶远征 P10 构筑入口门槛
dungeon.high_tier.tribulation.entry_profile.collected_p10.health,dungeon,tribulation collected P10 entry health,63600.0,health,derived,frozen_v1,洞天设计,"",100-seed collected-extension profile P10 gate,1dp,高阶远征 P10 构筑入口门槛
